Airfoil_Name,Camber,Camber_Location,Thickness,Thickness_Location,Reynolds_Number,Alpha,Cl,Cd,peak_LD_2d,aoa_2d,peak_LD
goe439,0.051166,0.4,0.079007,0.3,500000.0,0.0,0.553,0.019892003292232806,65.52132701421802,0.0,27.800116050449727
goe428,0.051174,0.4,0.079007,0.3,500000.0,0.0,0.554,0.019933458473880505,65.6398104265403,0.0,27.79246766063828
goe591,0.049107,0.4,0.11201,0.3,500000.0,0.0,0.5361,0.019292739183994833,62.848769050410326,0.0,27.78765601334341
goe210,0.042269,0.4,0.066314,0.3,500000.0,0.0,0.4947,0.017804631820456055,57.25694444444444,0.0,27.784904792674816
goe488,0.030354,0.399,0.068069,0.2,500000.0,0.0,0.349,0.012571230876126103,43.570536828963796,0.0,27.761800211845788
mh82,0.040202,0.246,0.133082,0.229,500000.0,1.0,0.4032,0.014527966422502533,47.77251184834123,1.0,27.7533681090754
goe627,0.036382,0.301,0.157508,0.299,500000.0,0.0,0.3462,0.012478335665296703,43.32916145181477,0.0,27.744084570734156
n64215,0.010362,0.55,0.149685,0.351,500000.0,3.0,0.5192,0.01871486624907285,60.23201856148492,3.0,27.74265084719596
naca642215,0.010362,0.55,0.149685,0.351,500000.0,3.0,0.5192,0.01871486624907285,60.23201856148492,3.0,27.74265084719596
goe55,0.019004,0.2,0.061653,0.15,500000.0,2.0,0.4093,0.014753569172314112,48.26650943396226,2.0,27.742439488342526
goe738,0.020442,0.3,0.154402,0.3,500000.0,3.0,0.4653,0.016777693205438253,53.66782006920415,3.0,27.733252378770374
fx76100,-0.0,0.01,0.10066,0.279,500000.0,3.0,0.3902,0.01407171797214055,46.61887694145758,3.0,27.729378940974033
goe477,0.047448,0.4,0.10051,0.3,500000.0,0.0,0.5411,0.019514435307169647,63.28654970760234,0.0,27.728191540402847
m14,0.038556,0.3,0.080604,0.4,500000.0,3.0,0.6609,0.02383696428205334,88.35561497326204,3.0,27.725845966786398
dai1238,0.053299,0.466,0.122999,0.314,500000.0,0.0,0.6199,0.02236045329485426,77.77917189460477,0.0,27.723051577968484
e231,0.02463,0.394,0.123401,0.394,500000.0,2.0,0.5143,0.018555222836117834,59.45664739884393,2.0,27.717263464975073
goe549,0.046276,0.4,0.138505,0.3,500000.0,1.0,0.579,0.020894179359310608,69.42446043165467,1.0,27.711066802056195
naca652215,0.010458,0.5,0.149971,0.401,500000.0,3.0,0.5177,0.018686621157134507,59.84971098265897,3.0,27.70431292242169
goe144,0.046517,0.399,0.073114,0.199,500000.0,0.0,0.4976,0.017962395445182466,57.26121979286536,0.0,27.702318519741578
usa40,0.040612,0.4,0.133215,0.3,500000.0,0.0,0.5496,0.019841615900030304,64.4314185228605,0.0,27.699356885502485
raf32,0.048863,0.5,0.126829,0.3,500000.0,0.0,0.6165,0.022263029957543208,76.77459526774595,0.0,27.691648494194123
goe496,0.049318,0.5,0.099514,0.3,500000.0,0.0,0.6262,0.02261443793953588,78.96595208070617,0.0,27.690274756076985
goe137,0.043291,0.399,0.085932,0.299,500000.0,2.0,0.6716,0.024260891667904738,91.12618724559023,2.0,27.682412056127113
ah85l120,0.0,0.999,0.1211,0.435,500000.0,4.0,0.3975,0.01436705311221501,47.041420118343204,4.0,27.66746923640462
goe459,-0.0,0.013,0.127,0.3,500000.0,3.0,0.3396,0.012278834527457178,42.663316582914575,3.0,27.657348035809694
sg6040,0.025156,0.582,0.160016,0.353,500000.0,1.0,0.5044,0.018237552649947395,57.91044776119402,1.0,27.657219676427083
goe416a,0.012815,0.602,0.117029,0.304,500000.0,2.0,0.4206,0.015214753729060743,48.9639115250291,2.0,27.644220043906355
curtisc72,0.037004,0.496,0.117413,0.296,500000.0,0.0,0.6888,0.02491713811844923,96.33566433566433,0.0,27.6436241082597
n0012,0.0,0.931,0.120034,0.3,500000.0,3.0,0.3314,0.011992786920897123,42.055837563451774,3.0,27.633276750923006
n22,0.038699,0.404,0.123805,0.296,500000.0,0.0,0.6596,0.023872678791921877,87.01846965699208,0.0,27.62991140412771
fxl142k,0.0,0.999,0.142,0.309,500000.0,4.0,0.4486,0.016236153574470936,51.5632183908046,4.0,27.629696771614693
goe115,0.03709,0.4,0.097116,0.297,500000.0,1.0,0.5034,0.01821981233191257,57.66323024054982,1.0,27.629263728379858
eh2012,0.019883,0.259,0.1199,0.287,500000.0,3.0,0.4439,0.016069067645639236,51.081703107019564,3.0,27.6245025404734
m685,0.019397,0.3,0.102086,0.3,500000.0,2.0,0.4921,0.017818551666481466,56.239999999999995,2.0,27.61728389663066
goe371,0.045031,0.399,0.069526,0.299,500000.0,2.0,0.7205,0.026090130316847173,108.34586466165415,2.0,27.615806868344837
fxlv152,0.0002,0.999,0.1528,0.371,500000.0,4.0,0.4726,0.017114088822901545,54.01142857142857,4.0,27.61467495526734
fx63100,0.041782,0.5,0.099323,0.308,500000.0,0.0,0.6831,0.02474429938935787,93.9614855570839,0.0,27.606358509135664
lwk80150k25,-0.0,0.999,0.15042,0.402,500000.0,4.0,0.4335,0.015707354118694335,49.99999999999999,4.0,27.5985373936444
e837,-0.0,0.044,0.16106,0.369,500000.0,4.0,0.457,0.01656102369642335,52.288329519450805,4.0,27.59491251127775
raf6,0.043682,0.399,0.099815,0.3,500000.0,1.0,0.7138,0.02588026001951213,104.97058823529412,1.0,27.580866632013688
goe484,0.048884,0.5,0.062506,0.3,500000.0,0.0,0.6083,0.022056923983601692,74.18292682926828,0.0,27.578641539148567
fx84w175,0.043689,0.435,0.17609,0.371,500000.0,0.0,0.4831,0.01751987611247465,55.02277904328018,0.0,27.57439589746979
e426,0.007257,0.418,0.108478,0.229,500000.0,3.0,0.4464,0.01619241802554201,51.134020618556704,3.0,27.568458231244165
goe133,0.040816,0.3,0.079003,0.3,500000.0,0.0,0.4613,0.01673889511577336,52.59977194982896,0.0,27.558569237064443
mh95,0.0144,0.246,0.15856,0.347,500000.0,2.0,0.4132,0.015003693706126588,47.99070847851336,2.0,27.539885050524223
falcon,0.016327,0.206,0.136779,0.306,500000.0,3.0,0.4955,0.017994296803919507,56.30681818181818,3.0,27.536502559637146
goe617,0.02071,0.4,0.138506,0.3,500000.0,1.0,0.3329,0.012090102201613339,41.92695214105794,1.0,27.534920255312382
m3,-0.0,0.012,0.119,0.3,500000.0,3.0,0.3281,0.011921286483156407,41.58428390367554,3.0,27.522197412466575
nacam3,-0.0,0.012,0.119,0.3,500000.0,3.0,0.3281,0.011921286483156407,41.58428390367554,3.0,27.522197412466575
e210,0.040238,0.468,0.13648,0.314,500000.0,0.0,0.5504,0.020014570335305806,63.483275663206456,0.0,27.499965813859692
s1010,-0.0,0.039,0.06022,0.233,500000.0,3.0,0.3668,0.01334836765897791,44.1395908543923,3.0,27.479015365095663
goe613,0.040243,0.4,0.103002,0.3,500000.0,1.0,0.5677,0.020668936159863247,66.01162790697674,1.0,27.466338645063388
goe723,0.044233,0.497,0.115695,0.297,500000.0,0.0,0.4791,0.017445745396010633,54.13559322033898,0.0,27.462283159856106
e817,0.028881,0.689,0.109859,0.329,500000.0,1.0,0.5659,0.020612523812032622,65.64965197215777,1.0,27.454182959859295
mh81,0.035163,0.225,0.129972,0.225,500000.0,2.0,0.4937,0.01798761799792617,55.72234762979684,2.0,27.44665803203736
gw31,0.047262,0.456,0.11286,0.241,500000.0,0.0,0.5941,0.021647530046955465,70.47449584816133,0.0,27.44423953732102
mh110,0.011397,0.158,0.100118,0.239,500000.0,3.0,0.4094,0.014926635058241388,47.32947976878613,3.0,27.427481036588986
goe648,0.036523,0.393,0.15183,0.293,500000.0,1.0,0.4992,0.018222120865332682,56.15298087739032,1.0,27.39527433108627
m18,0.04059,0.3,0.1202,0.3,500000.0,2.0,0.5084,0.01855926288652478,57.25225225225224,2.0,27.393329309922706
s8023,0.0,0.057,0.07595,0.181,500000.0,3.0,0.3406,0.01243430680799626,42.10135970333746,3.0,27.391957208339658
oaf102,0.036259,0.531,0.101709,0.287,500000.0,0.0,0.4721,0.017236400155285207,53.10461192350956,0.0,27.389709901532992
sc20412,0.012997,0.83,0.12,0.38,500000.0,1.0,0.3767,0.013754010913535408,44.632701421800945,1.0,27.388374370801696
p51hroot,0.012571,0.5,0.154985,0.45,500000.0,4.0,0.5774,0.021084891161214994,67.13953488372093,4.0,27.384537846802335
naca2418,0.018233,0.401,0.180013,0.299,500000.0,2.0,0.4482,0.016372720148309542,50.644067796610166,2.0,27.37480369419714
ht14,-1e-06,0.225,0.074905,0.188,500000.0,3.0,0.3382,0.012363299160728057,41.85643564356435,3.0,27.355157842842644
e476,-0.0,0.064,0.16728,0.317,500000.0,4.0,0.4356,0.0159257012429735,49.38775510204081,4.0,27.352013789169185
s4022,0.043428,0.569,0.112711,0.341,500000.0,0.0,0.6927,0.025328903520834563,94.11684782608695,0.0,27.348203187327556
sg6050,0.032502,0.474,0.160187,0.315,500000.0,2.0,0.6152,0.02250306749014834,73.85354141656661,2.0,27.338495086029027
e385,0.057173,0.429,0.08427,0.305,500000.0,0.0,0.7132,0.026088196851917943,101.30681818181817,0.0,27.33803351945986
lg10sc,0.014481,0.16,0.09999,0.32,500000.0,2.0,0.3781,0.013833583198585776,44.5872641509434,2.0,27.3320364342518
mh108,0.011227,0.221,0.119669,0.262,500000.0,3.0,0.4229,0.015477405151965551,48.16628701594533,3.0,27.323701605517115
goe590,0.039718,0.3,0.057002,0.3,500000.0,6.0,0.8486,0.031067286956005677,206.97560975609755,6.0,27.314905263588056
e428,0.006262,0.506,0.111729,0.227,500000.0,3.0,0.4142,0.015164678364929938,47.39130434782609,3.0,27.313470818997725
naca652415a05,0.028234,0.45,0.149991,0.401,500000.0,2.0,0.5238,0.01919453532812375,58.7219730941704,2.0,27.289016954347968
goe335,0.047148,0.4,0.068513,0.2,500000.0,0.0,0.4991,0.018298382409340008,55.641025641025635,0.0,27.275635017073714
sm701,0.033197,0.603,0.159989,0.363,500000.0,0.0,0.5551,0.020359145679085575,62.936507936507944,0.0,27.265387691107293
sc20614,0.020427,0.82,0.139924,0.361,500000.0,0.0,0.4704,0.017256398741739558,52.44147157190635,0.0,27.25945355343479
usa22,0.043373,0.399,0.091127,0.2,500000.0,2.0,0.6504,0.023861352821535165,81.09725685785537,2.0,27.257465444834544
fx63110,0.041654,0.597,0.110028,0.308,500000.0,0.0,0.6816,0.025007641006709335,89.56636005256242,0.0,27.255669569837977
goe438,0.036493,0.398,0.110006,0.297,500000.0,2.0,0.6737,0.02472668776305232,87.15394566623544,2.0,27.24586513389276
s4094,0.024536,0.353,0.099061,0.291,500000.0,2.0,0.476,0.01748486832611512,52.88888888888889,2.0,27.223539298208724
goe414,0.051698,0.401,0.13614,0.301,500000.0,0.0,0.5642,0.020730579411557364,64.04086265607265,0.0,27.215833614638708
arad6,0.049365,0.45,0.060248,0.2,500000.0,0.0,0.6271,0.023046678410396912,75.37259615384616,0.0,27.209994812836026
ah93w145,0.03897,0.371,0.144833,0.339,500000.0,0.0,0.4454,0.016379021701248043,49.76536312849162,0.0,27.193321318211673
goe195,0.04952,0.5,0.086011,0.2,500000.0,0.0,0.5994,0.02204441064702016,69.77881257275902,0.0,27.190565880745083
goe310,0.047174,0.399,0.081458,0.299,500000.0,1.0,0.5076,0.018668824971761235,56.2749445676275,1.0,27.1897133733807
naca23012,0.014608,0.165,0.12005,0.297,500000.0,2.0,0.3653,0.01343724389409406,43.28199052132702,2.0,27.18563441127661
goe758,0.045631,0.4,0.138511,0.3,500000.0,1.0,0.5838,0.02149319436297433,66.87285223367698,1.0,27.162086293031173
rc12b3,0.022086,0.343,0.119966,0.38,500000.0,2.0,0.5502,0.0202563272327003,61.681614349775785,2.0,27.16188347864949
goe533,0.04436,0.401,0.137019,0.299,500000.0,0.0,0.5504,0.020264570335305807,61.704035874439455,0.0,27.1607041695362
goe553,0.043937,0.396,0.137024,0.296,500000.0,0.0,0.5473,0.020157138904435424,61.21923937360179,0.0,27.15167080976809
goe400,0.048004,0.4,0.061206,0.2,500000.0,0.0,0.4271,0.015731095304162744,47.98876404494382,0.0,27.150048470368194
e169,0.0,0.116,0.14404,0.265,500000.0,4.0,0.4424,0.016299282107028995,49.31995540691193,4.0,27.1422997095815
goe326,0.046089,0.399,0.081819,0.299,500000.0,2.0,0.6942,0.025576808929272506,92.19123505976096,2.0,27.141775266792266
w1015,1e-06,0.931,0.149952,0.272,500000.0,4.0,0.4323,0.015928446914064982,48.40985442329227,4.0,27.140122469710132
mh83,0.050961,0.32,0.133082,0.221,500000.0,1.0,0.5681,0.02093594963603866,64.19209039548024,1.0,27.13514361068608
fx60157,0.026581,0.75,0.156733,0.402,500000.0,0.0,0.5134,0.01892058585223219,56.72928176795579,0.0,27.134466343146062
e556,0.031171,0.653,0.160202,0.311,500000.0,0.0,0.5143,0.018955222836117835,56.82872928176795,0.0,27.132363699783983
ah80136,0.033749,0.339,0.13549,0.339,500000.0,3.0,0.5246,0.019345943900799044,58.030973451327434,3.0,27.116795266750074
goe677,0.022213,0.3,0.119502,0.3,500000.0,3.0,0.5653,0.020867106954861957,63.516853932584276,3.0,27.09048270192947
oaf117,0.020019,0.469,0.114679,0.232,500000.0,2.0,0.4944,0.01825351980957049,54.32967032967033,2.0,27.085187139676016
mh106,0.010066,0.266,0.130668,0.274,500000.0,3.0,0.3807,0.014057464046615693,44.1135573580533,3.0,27.08169828765472
spicasm,0.046158,0.35,0.117208,0.3,500000.0,1.0,0.5684,0.02098871760729682,63.93700787401575,1.0,27.081216234115857
hq3518,0.033659,0.5,0.180007,0.35,500000.0,0.0,0.4783,0.01766706305388994,52.560439560439555,0.0,27.072977468922755
fx60160,0.030457,0.6,0.155955,0.4,500000.0,0.0,0.4645,0.017159837720057202,51.156387665198245,0.0,27.069020557057552
hor07,0.044488,0.396,0.071785,0.245,500000.0,2.0,0.6755,0.024967633016839436,85.72335025380711,2.0,27.05502758488995
naca001264,0.0,0.075,0.12,0.4,500000.0,3.0,0.3252,0.012020338205383792,40.34739454094293,3.0,27.05414726636777
e555,0.026063,0.648,0.160374,0.319,500000.0,0.0,0.4372,0.016167996935897964,48.52386237513873,0.0,27.041073902561205
gs1,0.040826,0.5,0.139013,0.3,500000.0,0.0,0.4703,0.017392875987505052,51.624588364434686,0.0,27.039806432119736
goe619,0.045203,0.495,0.137977,0.202,500000.0,0.0,0.5133,0.018986741043289308,56.2828947368421,0.0,27.034655332881428
sc2110,0.019053,0.172,0.099254,0.377,500000.0,3.0,0.4754,0.01759349138312346,52.070098576122675,3.0,27.021356344086826
goe426,0.045003,0.4,0.136005,0.3,500000.0,1.0,0.5967,0.022083472737827927,68.19428571428571,1.0,27.02020678921036
m16,0.040721,0.3,0.0615,0.3,500000.0,4.0,0.6853,0.025367036512435347,88.08483290488432,4.0,27.015374841442533
usa28,0.037548,0.499,0.131712,0.299,500000.0,1.0,0.4807,0.017803253881424133,52.53551912568306,1.0,27.000682189987813
goe704,0.020795,0.398,0.1295,0.298,500000.0,2.0,0.3992,0.014787772609479534,45.260770975056694,2.0,26.995275795902987
fx711525,0.0,0.052,0.15002,0.339,500000.0,4.0,0.4533,0.016794893965746353,49.81318681318681,4.0,26.99034604949086
naca662215,0.010442,0.5,0.149903,0.45,500000.0,4.0,0.6084,0.022541480308760756,70.09216589861751,4.0,26.990241619737155
eh3012,0.029655,0.25,0.119759,0.3,500000.0,3.0,0.5233,0.01939492931154592,57.25382932166301,3.0,26.981279054648386
goe122,0.039158,0.3,0.073021,0.299,500000.0,1.0,0.4927,0.018270679071840087,53.671023965141615,1.0,26.966704305992657
goe766,0.012644,0.2,0.120096,0.25,500000.0,3.0,0.4688,0.01741012454972002,51.067538126361654,3.0,26.926860785010238
e230,-0.007851,0.758,0.099651,0.293,500000.0,4.0,0.4137,0.015369176673472786,46.17187500000001,4.0,26.917512160169686
goe412,0.050182,0.401,0.131372,0.301,500000.0,0.0,0.5708,0.021221104041840043,63.28159645232815,0.0,26.897752297646573
goe624,0.049473,0.4,0.160011,0.3,500000.0,0.0,0.524,0.019482382977505944,56.95652173913044,0.0,26.896093799459866
naca63a210,0.012975,0.55,0.099949,0.351,500000.0,3.0,0.4966,0.018465164422965537,53.80281690140845,3.0,26.89388453981853
goe177,0.049524,0.4,0.077003,0.2,500000.0,0.0,0.4975,0.018498668972620806,53.900325027085586,0.0,26.893826833505226
mh104,0.019983,0.311,0.152654,0.269,500000.0,3.0,0.468,0.017402059354296305,50.869565217391305,3.0,26.89336879456499
coanda1,0.028931,0.4,0.056503,0.3,500000.0,2.0,0.4854,0.018053293899176856,52.58938244853738,2.0,26.887060206898415
goe411,-0.0,0.05,0.132,0.3,500000.0,3.0,0.3381,0.01258076653748069,40.734939759036145,3.0,26.87435610483118
hsnlf213,0.013355,0.326,0.132548,0.426,500000.0,4.0,0.5621,0.020922005753663427,61.83718371837183,4.0,26.86644897330538
fx711530,0.0,0.017,0.15,0.339,500000.0,4.0,0.4563,0.01698708267367792,49.65179542981501,4.0,26.861587052087103
fx71l150,0.0,0.017,0.15,0.339,500000.0,4.0,0.4563,0.01698708267367792,49.65179542981501,4.0,26.861587052087103
giiin,0.020394,0.199,0.084262,0.349,500000.0,4.0,0.5936,0.022105291420377787,66.62177328843995,4.0,26.853299000292264
goe101,0.038729,0.3,0.069003,0.3,500000.0,1.0,0.5016,0.018682068498488278,54.168466522678195,1.0,26.84927528451085
m6,0.021896,0.3,0.120101,0.3,500000.0,3.0,0.5602,0.020872152288722044,61.42543859649123,3.0,26.839589528229713
goe277,0.042666,0.3,0.083414,0.299,500000.0,2.0,0.6838,0.025480130971522248,85.79673776662484,2.0,26.836596749217886
naca0015,-0.0,0.05,0.15004,0.3,500000.0,4.0,0.4259,0.015872763304221833,46.90528634361234,4.0,26.832126948350528
goe09k,0.009037,0.6,0.0245,0.5,500000.0,1.0,0.1594,0.005941497903496091,31.9438877755511,1.0,26.828251492978897
mh80,0.030021,0.217,0.127049,0.22,500000.0,2.0,0.4172,0.015558081720002833,46.15044247787611,2.0,26.815645238809303
goe767,0.012162,0.2,0.119998,0.2,500000.0,3.0,0.4876,0.0181834555629845,52.54310344827586,3.0,26.815585096629942
hor12,0.038354,0.487,0.119461,0.239,500000.0,0.0,0.4845,0.018080604971794652,52.152852529601724,0.0,26.79666973288833
e562,0.038947,0.558,0.15041,0.276,500000.0,0.0,0.5677,0.021188936159863246,62.24780701754386,0.0,26.792284224035527
fx05191,0.025822,0.565,0.190818,0.371,500000.0,0.0,0.4561,0.017030249122144885,49.36147186147186,0.0,26.781757373526677
goe450,0.05055,0.499,0.089052,0.3,500000.0,0.0,0.5981,0.022336113127571142,66.90156599552573,0.0,26.777264091742094
v23010,0.016759,0.15,0.101798,0.3,500000.0,2.0,0.3409,0.012731963096964529,40.68019093078759,2.0,26.775132585899115
s1091,0.061165,0.451,0.050608,0.149,500000.0,0.0,0.6656,0.024860437093924766,80.48367593712213,0.0,26.773463293718798
fx082512,0.04154,0.629,0.118001,0.25,500000.0,0.0,0.6306,0.023571523610807117,72.64976958525347,0.0,26.75261940687115
e433,0.039814,0.426,0.142161,0.424,500000.0,0.0,0.5837,0.021828822283067043,64.35501653803749,0.0,26.739875950741748
davis_corrected,0.022868,0.311,0.15908,0.295,500000.0,2.0,0.3741,0.013990908988521095,42.75428571428571,2.0,26.738791618681248
goe550,0.042221,0.5,0.129522,0.2,500000.0,0.0,0.5033,0.01882604241941349,53.886509635974306,0.0,26.734243384100473
e639,0.046548,0.292,0.125611,0.292,500000.0,1.0,0.4666,0.017463060602828265,50.11815252416756,1.0,26.71925675642624
clarkk,0.032368,0.401,0.117011,0.301,500000.0,3.0,0.7211,0.026992521530865232,95.89095744680851,3.0,26.714806883656323
nlf0115,0.018091,0.308,0.149727,0.441,500000.0,2.0,0.4866,0.018216973505205653,52.0427807486631,2.0,26.71135245714388
sc1012r8,0.027576,0.215,0.120036,0.276,500000.0,2.0,0.463,0.017337737881333297,49.73147153598281,2.0,26.70475255589656
sc20012,0.0,0.96,0.12,0.4,500000.0,3.0,0.333,0.012472595878709924,40.02403846153847,3.0,26.69853198470206
fx83w160,0.038781,0.629,0.160503,0.371,500000.0,0.0,0.5588,0.020933485904287272,60.476190476190474,0.0,26.694072958271857
fx711520,0.0,0.038,0.15002,0.339,500000.0,4.0,0.4566,0.017107338618210764,49.09677419354839,4.0,26.690300004581033
fx60177,0.02655,0.778,0.177227,0.371,500000.0,0.0,0.5082,0.019041648914047263,54.23692636072572,0.0,26.688865144714146
goe526,0.039558,0.401,0.12305,0.297,500000.0,0.0,0.4267,0.0159883059874181,46.53217011995638,0.0,26.688255799944596
ah6407,0.054157,0.4,0.068553,0.2,500000.0,0.0,0.6998,0.026239144728743696,88.58227848101265,0.0,26.670076606323352
goe506,0.044918,0.493,0.164947,0.293,500000.0,0.0,0.4318,0.01619226740979137,46.88382193268187,0.0,26.66704971404394
daytonwrightt1,0.043594,0.404,0.133974,0.295,500000.0,0.0,0.6864,0.0257435410110196,84.74074074074075,0.0,26.66299868018096
naca4418,0.036425,0.401,0.18026,0.299,500000.0,0.0,0.4748,0.017812141402851565,50.67235859124867,0.0,26.655975228446636
naca633018,-0.0,0.027,0.18014,0.339,500000.0,4.0,0.4683,0.01757257818534691,50.03205128205128,4.0,26.6494759653707
goe308,0.049346,0.3,0.080913,0.299,500000.0,0.0,0.449,0.016849598984063338,48.27956989247312,0.0,26.647518461695885
goe685,0.041373,0.495,0.131269,0.202,500000.0,0.0,0.4566,0.017137338618210762,48.938906752411576,0.0,26.64357693876692
goe497,0.052038,0.5,0.127034,0.3,500000.0,0.0,0.6548,0.02457641346614307,76.85446009389672,0.0,26.643431959755432
goe612,0.049265,0.495,0.150263,0.294,500000.0,0.0,0.5327,0.019996655341453538,56.85165421558164,0.0,26.639454994040943
goe408,0.040318,0.4,0.077511,0.3,500000.0,1.0,0.5018,0.01883958360765997,53.32624867162593,1.0,26.635408215496522
goe187,0.046837,0.3,0.082802,0.3,500000.0,2.0,0.7103,0.02667360497466505,91.29820051413883,2.0,26.629321408735436
fx74130wp2mod,0.038733,0.435,0.12913,0.435,500000.0,1.0,0.5431,0.020395638031546228,58.0855614973262,1.0,26.628242723271487
goe621,0.049264,0.495,0.150263,0.294,500000.0,0.0,0.5321,0.019982730421443527,56.727078891258,0.0,26.627992710595844
goe368,0.037324,0.3,0.077147,0.149,500000.0,1.0,0.4625,0.01737040871664723,49.412393162393165,1.0,26.625740795422686
fx75141,0.033898,0.533,0.14134,0.371,500000.0,0.0,0.5186,0.019481547990257683,55.1115834218916,0.0,26.620061211734356
dai1336,0.056759,0.435,0.136829,0.31,500000.0,0.0,0.5828,0.021899507267301152,63.485838779956424,0.0,26.612470905690063
naca633418,0.020317,0.533,0.179995,0.34,500000.0,1.0,0.458,0.01721528881946549,48.93162393162393,1.0,26.604258854032995
goe508,0.055049,0.4,0.165027,0.3,500000.0,1.0,0.6255,0.023511626181985837,70.5981941309255,1.0,26.60385951862599
goe282,0.049273,0.399,0.091231,0.2,500000.0,0.0,0.586,0.022029569608937524,63.904034896401306,0.0,26.60061047049491
goe180,0.04268,0.4,0.086703,0.3,500000.0,0.0,0.4873,0.01832250308152425,51.67550371155886,0.0,26.595711177223144
naca16009,0.0,0.99,0.09,0.5,500000.0,2.0,0.3065,0.01152797022415873,38.26466916354557,2.0,26.5875079515455
goe681,0.041994,0.403,0.168448,0.292,500000.0,2.0,0.6211,0.023366221186913658,69.63004484304932,2.0,26.581105906326414
goe701,0.04742,0.401,0.124635,0.296,500000.0,0.0,0.5184,0.0195037812290348,54.91525423728813,0.0,26.579461383019957
goe394,0.057836,0.4,0.0611,0.199,500000.0,0.0,0.5637,0.021209460486814616,60.54779806659505,0.0,26.57776233159905
naca633618,0.030517,0.55,0.180137,0.346,500000.0,0.0,0.5111,0.019232344734548757,54.08465608465608,0.0,26.575022809458382
oaf128,0.010426,0.437,0.127857,0.232,500000.0,3.0,0.4993,0.018795860070289792,52.780126849894295,3.0,26.564360350247163
n6409,0.058583,0.396,0.090299,0.293,500000.0,0.0,0.6819,0.025672959201879154,82.55447941888619,0.0,26.561020669175047
goe184,0.051493,0.399,0.083084,0.2,500000.0,0.0,0.5325,0.020048677372259113,56.46871686108166,0.0,26.560355584194685
e855,0.037627,0.506,0.157275,0.322,500000.0,0.0,0.523,0.01969317468917248,55.34391534391535,0.0,26.557424501370573
ames01,0.013933,0.15,0.10275,0.35,500000.0,3.0,0.46,0.01732404375488119,48.93617021276596,3.0,26.55269211441418
e557,0.036711,0.611,0.160276,0.302,500000.0,0.0,0.5923,0.02230755862011509,64.59105779716468,0.0,26.551538430830952
e793,0.040459,0.459,0.156452,0.267,500000.0,0.0,0.5434,0.020467844279475827,57.747077577045694,0.0,26.548961022968864
r1145ms,0.043709,0.481,0.187966,0.358,500000.0,1.0,0.6013,0.02264984239909635,66.00439077936333,1.0,26.54764608975777
goe692,0.048903,0.4,0.160995,0.3,500000.0,1.0,0.667,0.025140301994637702,78.6556603773585,1.0,26.531105320145628
sc20414,0.014904,0.83,0.14,0.36,500000.0,1.0,0.409,0.015434376008318904,44.60196292257361,1.0,26.49928962334175
goe443,0.0,0.2,0.05,0.3,500000.0,1.0,0.1474,0.005563628529734416,31.031578947368423,1.0,26.493501356575337
goe240,0.050536,0.399,0.070028,0.299,500000.0,0.0,0.5411,0.020424435307169645,57.19873150105709,0.0,26.49277651314336
goe430,0.048183,0.5,0.133867,0.295,500000.0,0.0,0.6556,0.024755671186129445,75.70438799076213,0.0,26.48282064625787
goe532,0.044557,0.399,0.12505,0.299,500000.0,0.0,0.5367,0.020266843855469983,56.6139240506329,0.0,26.481676368920443
mh26,0.015184,0.397,0.109902,0.423,500000.0,2.0,0.5473,0.020677138904435424,57.854122621564485,2.0,26.46884573970722
ah80140,0.043125,0.339,0.139632,0.309,500000.0,1.0,0.4646,0.017553317034354303,49.06019007391764,1.0,26.46793190658567
goe504,0.052731,0.402,0.180033,0.303,500000.0,1.0,0.5877,0.02220428967162031,63.398058252427184,1.0,26.46785862963901
e585,0.042565,0.416,0.146218,0.376,500000.0,0.0,0.5659,0.021382523812032622,60.266240681576136,0.0,26.465538164468224
isa961,0.044408,0.399,0.09284,0.202,500000.0,0.0,0.5784,0.021868173816091612,61.927194860813714,0.0,26.44939650033267
cr1,0.047709,0.42,0.122062,0.24,500000.0,1.0,0.5745,0.02172979500146255,61.31270010672359,1.0,26.438353420330593
goe393,0.041219,0.3,0.06078,0.2,500000.0,2.0,0.5429,0.020537504277748683,57.14736842105264,2.0,26.434565400831296
goe147,0.036278,0.3,0.075541,0.15,500000.0,1.0,0.4592,0.01737650583042188,48.438818565400844,1.0,26.426486687332535
e334,0.040192,0.254,0.119503,0.303,500000.0,1.0,0.5252,0.019889531786811923,54.93723849372385,1.0,26.405850355323214
tsagi12,0.019338,0.3,0.119001,0.3,500000.0,2.0,0.4774,0.018084852714783675,49.98952879581152,2.0,26.397782029473966
k3,0.026228,0.746,0.173268,0.337,500000.0,0.0,0.5864,0.022227131327081616,62.716577540106954,0.0,26.382171921822778
goe505,0.058187,0.4,0.139986,0.201,500000.0,0.0,0.5613,0.021278350287673883,59.20886075949367,0.0,26.3789247009976
stcyr172,-0.0,0.075,0.1356,0.3,500000.0,4.0,0.4629,0.017554270550467207,48.572927597061906,4.0,26.369651684995816
mh102,0.03007,0.376,0.169985,0.277,500000.0,2.0,0.5326,0.020202665982374107,55.59498956158664,2.0,26.36285728154239
fx76120,-0.0,0.052,0.1207,0.279,500000.0,3.0,0.3247,0.012318169405676095,38.79330943847072,3.0,26.359436155373974
goe410,0.0,0.05,0.161,0.3,500000.0,4.0,0.4524,0.017164368796625768,47.62105263157895,4.0,26.356926104322252
